"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Jul 01","2014","A4 2.0L","Excessive Oil Usage","30,000 miles","Started slow, now I am using about 1 quart of oil every 750 miles. I have oil on the floor of the garage at the bottom of the exhaust pipes. And I always have an extra quart of oil in the trunk for safety."
"Jun 19","2012","A4 Sedan 2.0L Turbo","Excessive Oil Usage","12,211 miles","Years after first recalled, still having the Issue...."
"Sep 28","2015","A4 2.0t","Excessive Oil Usage","87,000 miles","This is a story of true contrasting Audi dealership in Michigan. One dealership honored warranty repairs without any cost while another dealership tried to charge huge amount for the same warranty repair. One dealership showed high standard of professionalism in maintain Audiâ€™s reputation while another dealership is spoiling Audiâ€™s reputation by cheating and insulting the customer. Following two scenarios explains the case:Scenario 1: Suburban Farmington Hills Audi, MI I had a dream to buy an Audi car since my high school days. It took ten years to fulfill the dream when I purchase Audi 2011 A4 2.0T in Connecticut September 22, 2015. Underwent thorough inspection of the car, oil change/filter change and other fluid top-offs and thorough inspection at Hoffman East Hartford Audi, Connecticut on September 24, 2015. I took Audi from Connecticut to Michigan traveling 800 miles. After 1st week of purchase of this mint-conditioned Audi with new oil change and service, I saw oil level sign bright red on my dashboard, signaling â€œplease add oil (max 1 quart).â€ I was shocked to learn about that warning sign because after new oil change service the oil is supposed to last more than 10,000 miles. But my oil thirsty Audi car started craving for new oil within 800 miles of journey, without any obvious sign of oil leakage."
"Oct 01","2013","A4 Front Track","Excessive Oil Usage","40,000 miles","Audi from 2009 - 2011 made cars with oil consumption problems, to which there was a class action law suit filed. My car was tested and goes through one quart of oil every 1000 miles..... RIDICULOUS! They would only pay for half of this $3,500 repair, due to the mileage - however I had been informing my Audi dealership (Audi Raleigh) of this issue for MONTHS prior to receiving the class action law suit.They are not only terrible cars, but their management is faulty, and the way their treat their customers is less that satisfactory. needless to say - i will never buy another Audi, and i would recommend you don't either."
"Jan 02","2012","A4 2.0L","Excessive Oil Usage","81,000 miles","My 2011 Audi has burned oil, every 2500 miles, from the get go. I brought it to the dealer and they did a consumption test Phase 1 and Phase 2 in 2012. They said it was normal. Recently I have had to add oil every 600 miles. I just called the dealer. They said because I did the test in 2012 and it came back normal, there is nothing they can do. What a crock! I will never buy an Audi again."
"Jul 30","2014","A4 Quattro 2.0L","Excessive Oil Usage","65,678 miles","Car is using oil every 800 miles, just not right.Had it serviced at a qualified Audi dealership from day one.They never mentioned this problem."
"Sep 14","2019","Civic LX-S 1.8L","Clear Coat Peeling","125,500 miles","Paint on these cars are really bad. I washed the car, applied wax, then a few days later I see chips on my left fender. Here's what you should do - get a touch up paint at a body shop, then after a week, get the car plasti dipped. The car may not look as cool as you want it to but will protect the paint from about 3 years and you can reapply it again. Or maybe go with ceramic coating if plasti dip ain't your thing."
"May 01","2020","Civic","Clear Coat Peeling","62,000 miles","Nice to know it's not just me with the same problem. What irks me is a manufacturer who sees there's a problem with something and they don't acknowledge it. Oh well."
"Aug 10","2016","Civic Coupe 3.2L","Clear Coat Peeling","45,360 miles","I'm surprised Honda is not admitting that there is a problem."
"Jun 01","2016","Civic DX 4 Door 4","Clear Coat Peeling","40,389 miles","My 2009 Honda looks awful! The clear-coat is peeling very badly. I feel there should be a recall from Honda regarding this since I've noticed a lot of Hondas, especially with this color, experiencing the same issue. It's terrible. I 'baby' my vehicles but this looks incredibly bad. Why isn't there a 'recall' on this? If this is not rectified by Honda, I will not be purchasing any more of your vehicles, that's for certain."
"Jan 01","2020","Civic LX","Clear Coat Peeling","88,000 miles","Body paint shop says $800 to repair!!!"
"May 05","2017","Civic EX","Clear Coat Peeling","51,000 miles","Honda cars appear to have a paint/clear top coat peeling issue. I went to 3 different autobody shops and was told the same thing. You have to repaint the whole car. This means $4500.00 and 10 days to 3 weeks without my car. Not acceptable. Considering this is a frequent complaint with Honda owners, Honda should be doing something about this. This is not my family's first Honda as they are generally good cars that last a long time. However, I would not recommend this car without adding the peeling issue so the buyer is warned."
"Feb 01","2017","Civic ES 1.3L","Clear Coat Peeling","96,934 miles","I'll start by saying, I love my Honda. But, it looks awful!!!! The clear coat on the roof is DISGUSTING to look at. It looks like the car is rotting."
"Apr 01","2015","Civic ES","Clear Coat Peeling","50,000 miles","The clear coat is totally peeling from my car, it started years ago, when I contacted Honda about it, they told me there was a recall but I had missed it by nearly a year. When I told them that I never was notified of the recall, they said I had to contact them to find out about it and there was not recall notice sent out to owners. The workers at my Honda dealership told me that the dark blue civics were mainly affected by the clear coat peeling. It looks so awful, its f*cking embarrassing to be driving my civic with it looking like Brillo was used to rub the clear coat off. Now I drive my car around and tell people this is what to expect when you buy a Honda. I hope Honda enjoys all the free advertising that I am giving them about the quality of Honda paint jobs and how they have ""silent"" recalls. Who would ever think to call and ask if a recall is out there? Very disappointed with this company."
"Jan 03","2016","Civic CXG","Clear Coat Peeling","99,419 miles","Hondas are generally great cars, but this has been a game changer. Everything works well, but it looks like garbage and is quickly getting worse. It brings down resale and it's not a car I feel good driving around! I will definitely go Toyota for my next vehicle."
"Jan 01","2018","Civic","Clear Coat Peeling","115,000 miles","I am (or should I say, was) the very proud owner of a red 2009 Honda Civic Sedan. I take exceptional care of my car, keeping it out of the weather whenever possible, washing and waxing regularly, and cleaning the inside weekly. The car has never been in any type of wreck (knock on wood) and I've never had a ticket. I absolutely love my car and thoroughly enjoyed driving it - until the beginning of this year. I noticed that the paint on the roof of my Civic where the body meets the back windshield was dull, beginning to turn white. In just a few short months, the paint has peeled all across the roof of my car and the clear coat has failed badly."
"Mar 01","2018","Civic SI 2.O","Clear Coat Peeling","105,633 miles","Definitely unacceptable to have these faded spots on same area of two cars. One a CSX and the other a Civic that's parked in the garage. I am yet to visit a dealer or paint shop because I thought it wiser to visit these forums first to get a feel of how many are experiencing this same issue before proceeding."
"Mar 01","2018","Civic LX","Clear Coat Peeling","91,342 miles","There are several Honda Civics that have the same problem in my family. We have Civic's all doing the same thing. Frustrating."
"May 01","2015","Civic LX 1.8L","Clear Coat Peeling","50,000 miles","I have noticed this problem on similar vehicles. Recalls were made, however I was never notified. It is becoming worse as time goes on."
"Mar 20","2011","Civic GX","Clear Coat Peeling","57,788 miles","The dealers (2 different ones) said it was environmental and normal. The car was garage kept for most of its life. An auto paint technician says it is definitely a paint defect. The Honda Customer Support says its not their problem. I have a 2004 vehicle that is five years older and it has no issues with the paint. The car looks horrible and because of that does not have the book value that it should for a 2009. I would repaint it myself but it's not worth it."
"Jan 01","2017","Civic EX","Clear Coat Peeling","69,000 miles","Bought the 2009 Civic new, then about a year to year and a half ago noted what looked to be tree sap damage on the roof of the car. It was relatively small blotches, but over time grew to what is seen in the photo. Well a couple of months ago my wife decides to take the car to a local body shop to get it fixed. That where she learned it was the clear coat that was failing and Honda did have a ""Technical Service Bulletin"" and had extended the paint warranty to 7 years. Great didn't do us any good since we just found about it a year after the extended warranty period had ended. Honda certainly didn't want that news out there."
"Feb 01","2016","Civic EX 3.2L","Clear Coat Peeling","39,000 miles","I bought a Honda Civic EX used in 2014 with 37,700 miles. No peeling or informed that this may be a problem. Surprise, surprise!"
"Aug 01","2016","Civic","Clear Coat Peeling","87,000 miles","My car runs great, but looks like a piece of crap! I took it to Honda to find they want to cover 25% of the cost to repair this issue. I was told by the body shop manager that he sees this issue all the time."
"Sep 01","2016","Civic EX","Clear Coat Peeling","75,000 miles","The paint on the roof has failed in the front and back, the trunk is beginning to fail."
"Jan 04","2016","Civic SI 4","Clear Coat Peeling","80,000 miles","The roof of my 2009 Honda Civic Si has the clear coat peeling off and it would need to be repainted. If this is a common issue as I'm just discovering, why hasn't Honda issued a recall? I take good care of this car, it has been parked in a garage nearly every night but it has had its share of no cover in the Texas heat. I will have a hard time reselling this vehicle and it will need to be repainted. Honda should pay for it, not me."
"Apr 12","2013","Civic EX 1.8L","Clear Coat Peeling","21,000 miles","I had bought my 2009 Honda Civic brand new and just two and a half years later the clear coat had started to crack on multiple panels. Luckily I had caught the problem early before any major damage could be done to the paint. I was still under warranty so Honda was able to take it to a local shop and get the entire car repainted free of charge to me. I was extremely happy when the car came back looking brand new again but that didn't make the problem any less annoying to deal with."
"Dec 12","2019","RAV4 Adventure","Hesitates And Lurches At Slower Speeds","500 miles","My son just bought this 2019 RAV 4 (in Adventure trim) last Thanksgiving and suddenly it is hesitating to accelerate every time it shifts to the next gear. Where do I go from here? Because it is not safe when you need to accelerate to escape a bad situation."
"May 28","2019","RAV4 Limited 2.5L I4","Hesitates And Lurches At Slower Speeds","1,230 miles","When coming to stop sign or stopping the car in a stop and go traffic, the car jerks forward very harsh. I have to leave the acceleration pedal and apply it slow so my car doesn't move forward very fast. It is easily reproducible problem. Happens in normal mode very often. I guess the transmission doesn't know when to switch gears. Pathetic on Toyota's behalf of not testing the car thoroughly before selling it."
"Jan 07","2019","RAV4","Hesitates And Lurches At Slower Speeds","100 miles","My 2019 Rav4 Xle awd has a problem when coming to a stop. There is a hard down shift from 2-1, and the problem is always present when the car is cold. Another problem I'm having when stopping but not fully and pressing gas, there is a hesitation and a jerk from transmission. I called Toyota Corp and told them about problem, and case manager Joan Collins took the case. This person is useless, they don't want to help at all."
"Jun 18","2019","RAV4 LE 2.3L","Hesitates And Lurches At Slower Speeds","125 miles","Transmission has a mind of its own. When stop and go accelerating, the transmission doesn't seem to know what to do. It jerks and lurches when speeding up after slowing for traffic. Should not have this issue in what was a quality vehicle."
"Feb 25","2019","RAV4 XLE 2.5L I4","Hesitates And Lurches At Slower Speeds","15 miles","Bought the 2019 RAV4 XLE in Feb 2019. Though it was a first year redesign, I had ridden in, driven, then owned a Toyota since 1969 and never had issues. Based on that, I bought it. I first experienced it that Monday going to and from work. At 5-10 mph when I gave it the gas, the engine revved really high, then the transmission jerked and shifted upwards. Initially I thought what the hell is wrong with it? A work around was at that speed, gradually accelerate... but who wants to do that? But I did it and when I took the vehicle in for the 5k, I mentioned it and the dealership said it's the way it's designed... I took it in for the 10k end of August, told them again and they said the same thing. No one volunteered to go for a drive."
"Jun 15","2019","RAV4 XLE Premium","Hesitates And Lurches At Slower Speeds","50 miles","I'm also experiencing the ""jerk/lurch' at slow speeds."
"Dec 21","2019","RAV4 XLE Premium 2.5L 4","Hesitates And Lurches At Slower Speeds","6,173 miles","Was in the passenger seat. My wife was driving slowly through a busy parking lot when the car hesitated and took off like a shot. I asked her what the heck she was doing as I thought it was her spazzing out only to have her tell me that the car does this often but only in ""normal mode"". If in sport mode, she's okay. We had a similar issue with a new '06 Avalon which was deemed ""normal"" until I found a TSB printed it, showed it to the dealership and insisted it be fixed. This is unacceptable as I can see this car very easily rear-ending another car out on a congested road."
"Mar 02","2022","RAV4 XLE Premium 2.5L L4","Hesitates And Lurches At Slower Speeds","19,000 miles","We bought a new 2019 Toyota Rav4 and at first, we thought the lurching and hesitation at low speeds would go away due to being a ""new"" car. Not the case. Finally, I googled the problem on youtube, (Gary Pollard, the Fist Pump Guy) and I found that that although Toyota didn't recall this problem there is a case number (T-SB-0107-19). I made an appointment with Toyota Service and mentioned the problem. You will need this case number if the check engine light isn't on. My check engine light never came on. It took about an hour and a half to get the problem resolved. The tech said they performed a software update. So far it has worked!!! I'm so pleased. Our Rav4 is 3 years old with 19,000 miles and the lurching had been going on since we purchased the car."
"Apr 01","2019","RAV4 XLE","Hesitates And Lurches At Slower Speeds","4,900 miles","I leased a new 2019 Toyota Rav4 XLE in April and since that day have had issues with it having a rough drive. If you come to a complete stop and then try to either turn into oncoming traffic or turn left across an intersection, the car will HESITATE and go slow, and then if you push harder you will rocket forward. This is extremely scary and unsafe on both aspects."
"Apr 01","2019","RAV4 XLE","Hesitates And Lurches At Slower Speeds","4,900 miles","I leased a new 2019 Toyota Rav4 XLE in April and since that day have had issues with it having a rough drive. If you are stopping and then go to push the gas again, you will lurch forward. Also if you ease off the break, it will rock back and forth. I describe it like trying to drive a stick shift when you don't know how to use the clutch."
"Jul 01","2019","RAV4 LX 4 cyl","Hesitates And Lurches At Slower Speeds","10,000 miles","Can't believe Toyota would put something so worthless out on the showroom floor. How long have they been making cars for? To have a car that shifts like junk in first gear is awful. Fix the problem - nobody likes being jerked around in a brand new car."
"Oct 21","2019","RAV4 Adventure 4WD 2.5L","Hesitates And Lurches At Slower Speeds","932 miles","When the car is going at slow speeds, the jerking starts. It can cause an accident easier than normal. Toyota must find a solution."
"Aug 23","2019","RAV4 LE V4","Hesitates And Lurches At Slower Speeds","5 miles","I just bought a 2019 RAV 4 (my fifth RAV4), but am disappointed in many things which I share with large numbers of other owners on RAV 4 online. The lurching at slow speeds is particularly annoying. But Toyota sent out a ""Technical Service Bulletin"" on 8/15/19 which addresses the issue. It is called ""Hesitation On Acceleration From A Slow Roll Or Rolling Stop"". The number is T-SB-0107-19. You can find it on Google and then use that when you speak to a service rep and get it fixed."
"Nov 01","2019","RAV4 LE","Hesitates And Lurches At Slower Speeds","5,000 miles","At low speed, if you do not come to a complete stop and accelerate, the vehicle lunges quite significantly. Also when you come to a complete stop, you hear a clunk and it's not the engine disengaging. It just clunks at a complete stop but most annoying part is it lunging."
"Aug 28","2020","RAV4 Adventure","Hesitates And Lurches At Slower Speeds","15,885 miles","2019 Toyota RAV 4 Adventure, 15,885 miles. Started making a type of grinding noise on breaking for turning, then began making same noise on slow stopping at stop light or stop sign and accelerating from there. Took to Toyota dealer, head of service department rode with us to hear the noise. Turns out it was the magnetic clutch, Toyota has sent out a Technical Bulletin on this, so they are aware of the problem. Toyota fixed it a couple days ago, so far so good. RAV seems to drive better, no more of the hesitating on acceleration either."
"Oct 01","2019","RAV4 LE 2.2L","Hesitates And Lurches At Slower Speeds","3,728 miles","My 2019 Rav4 drives like a vehicle with a manual transmission and the driver is learning how to drive a stick shift for the first time. It jerks and lurches at slow speeds and when I approach a stop sign. I have had to adjust my driving habits to try and get it to drive as smooth as possible. The Toyota dealer could not find any problems with the vehicle."
"Sep 26","2020","RAV4","Hesitates And Lurches At Slower Speeds","10,000 miles","I bought my My Rav4 2019 brand new. It has been a decent vehicle but I have noticed small hesitations/surges at stops and occasional lane changes. Since it was newer I was told that this was normal when breaking in a new car. At about 10,000 miles I was pulling up in my driveway with my foot on the brake ready to put the car in park when suddenly the car lurched forward and jumped into gear and hit the garage(I was not pulling into the garage, just parking in the driveway) It felt like a self driving component was involved. Front end of car was seriously damaged and my airbags did not deploy. I had a passenger/witness in my car and my son was inside the garage very near to where the car hit. I bought the Toyota Service plan and have taken it in twice for servicing and was never asked anything about the surges Toyota knows are occurring."
"Feb 12","2020","RAV4 XLE 2.5L V4","Hesitates And Lurches At Slower Speeds","8,200 miles","Should have done more research before buying. I did buy it used with 8K on it so now I know why it was traded in, not what the salesman told me, buyer beware!"
"Nov 20","2019","RAV4 LE","Hesitates And Lurches At Slower Speeds","28,000 miles","Purchased my 2019 Rav4 LE in October of 2018. It had 17500 miles on the car when I purchased it used. I started feeling a weird jolting with the engine at lower speed around 19k miles. It seems like the gears do not shift properly. I did a google search to see if others had a similar problem as me and I came across additional forums with people stating they had the same issue. I took it to the local Toyota dealership to have it checked out. I told them I was having these issues and stated that other people were too, referring to the car forums. They took my car in and said they updated the software and it should be good now. It seemed to be fine for one day and then it started again with the lurching/jolting with the gears when driving. I took it to the Toyota dealership for a second time, telling them it is having the issue again and they said they would check it out. They had it for a day and then returned it back to me stating they couldnâ€™t find anything wrong.... I am still having these issues and iâ€™m furious. I purchased a Toyota because they were supposed to be reliable and safe. If I had known this was an issue with these cars I would have never bought a 2019 Rav4. There have been news articles on this issue and Toyota is still playing dumb. Itâ€™s about time they take some responsibility and make it right for their customers."
"Nov 04","2019","RAV4 LE 2.5L","Hesitates And Lurches At Slower Speeds","326 miles","Bought new 2019 Rav4 had less then a week 525Km on it transmission banged into gear car jerking forward. Toyota reset the car still jerking got Toyota Canada to admit to having transmission problems. They do not have a fix. Wish Canada had lemon laws like the US. Trying to get Toyota to take car back.do not want it first Toyota I bought and will be the last. Do not buy this car big pain in the ASS."
"Nov 00","2017","CR-V LX V6","Unwanted Acceleration When Braking","60,000 miles","Experience increased acceleration when braking nearly hitting a building."
"Sep 03","2016","CR-V EX 2.4L L4","Unwanted Acceleration When Braking","46,000 miles","Driver was driving in a shopping mall parking lot and pulling into a parking space. As driver was pressing on the brake pedal, driver noticed a burning odor and felt the car start to accelerate. The car continued to accelerate and jumped a curb, proceeded to move across a driving lane, and was headed toward the side of a building. The driver kept foot on the brake and steered the car into the path of a tree in front of the building to avoid hitting the building. The car struck the tree and came to a stop. Still waiting for insurance company to get estimate and have the car repaired. Really don't want to drive the car anymore."
"May 16","2016","CR-V EX 2.5L V4","Unwanted Acceleration When Braking","63,201 miles","I was fully stopped at an intersection. With my foot on the brake, the engine accelerated, the car bucked. At this point I jammed my foot harder on the brake to keep from entering the intersection."
"Aug 23","2015","CR-V ES 2.4L","Unwanted Acceleration When Braking","60,000 miles","When braking for a stop light, the engine accelerated. This has only happened once, however I worry about when this will happen again. Makes my husband and I nervous to say the least."
"Nov 11","2013","CR-V EX","Unwanted Acceleration When Braking","20,000 miles","I was stopped at a stoplight and just as I took my foot of the brake pedal to make a left hand turn my car shot forward like a rocket uncontrollably and I was doing 20 miles an hour if not more without my foot on the gas in less than 25 feet."
"Dec 20","2012","CR-V LX 2.4L","Unwanted Acceleration When Braking","19,653 miles","On my way from work I had an incident of unintended acceleration. I was able to stop my car after about 10 seconds (by switching transmission to Neutral). I brought car to Honda next morning and after two weeks received a letter from Honda Canada stating pedal misapplication or interference with pedal application by unanchored aftermarket floor mat, or both."
"Dec 20","2012","CR-V LX 2.4L","Unwanted Acceleration When Braking","19,653 miles","On my way from work on December 20, 2012 driving 2011 Honda CR-V LX I had an incident of unintended acceleration. I had to swerve to the right and jump a curb with my right wheel off the road in order to avoid a collision. My car was going high speed relative to the traffic. Any attempts to use brakes were unsuccessful and I was able to stop the car after about 10 seconds by switching transmission to Neutral. Fortunately, nobody was injured and no damage to other vehicles was done."
"Apr 22","2013","CR-V EX-L 2.4L V4","Unwanted Acceleration When Braking","20,225 miles","I was trying to park the vehicle in a paking spot in a parking lot of a shopping center. While I was trying to bring the vehicle to a complete stop by pressing the brake pedal, the vehicle kept moving faster and faster until the vehicle hit the brick wall of a building. The air bag deployed. The repair cost of the accedent was about $ 10, 000.00. The incident was reported to Honda through a Honda Dealer, Honda sent a representative who inspected the vehicle for two hours and finally gave the report that there is no problem with the brake system of the vehicle. He also told us in front of the representative from the Dealer that some one from the Honda HQ in CA will be in contact with us. We were never contacted by Honda as of today, June 6, 2013."
"Apr 12","2011","CR-V SE 4","Unwanted Acceleration When Braking","1,000 miles","This was my 4th Honda CrV. Car suddenly, but intermittently, would accelerate upon braking. Naturally, dealer could not duplicate the problem. I feared to drive this hazard and traded it immediately. I would like to buy a new CrV but simply cannot trust Honda. By the way, the CRV I test drove and thought I bought, turned out to be a different car. I checked the vin number on my purchase order and the dealer had substituted an identical new Crv indicating it didn't matter. The one I test drove and thought I purchased was made in Ohio, the one they gave me was made in Japan. I wonder if this hidden defect is associated with production sites? I didn't report this originally to anybody but the dealer. The dealer reported that they had heard about this problem, but hadn't experienced it and could not replicate it with my car. I have periodically monitored this site, and decided to add my complaint, albeit several years later. To this day every time I hit the brakes on my current carI wonder if they will work properly. As an expediency I traded the Crv for another Honda model with the same dealer and lost money in the process, but because it was fast and easy, and to its credit the dealer was accommodating. Nevertheless, I doubt I would ever trust Honda again with the wide variety of quality products out there today. I wonder what happened to the person who bought the very slightly used Crv and whether the dealer disclosed the undiagnosed braking/acceleration problem. Thanks. Ralph"
"Sep 14","2011","CR-V","Unwanted Acceleration When Braking","500 miles","This involuntary acceleration was absolutely frightening. The first of five times I thought I was imagining it the second time I thought my sandal was causing the problem the third time my husband was with me and I could not stop the car when I stepped on the brakes the car accelerated through the stop. I could not believe it! My husband insisted we take the car back to he dealer. They kept the car for a week called in a specialist from Honda of course they could NOT replicate the problem. I think they put a new sensor in. Now the car rev's up to 3 RPM's with no gas and the gas mileage is between 5-10 miles less than before.I don't trust this car anymore. It still has an acceleration problem....Now one year old thinking about another make and model. Looking into it.Read other complaint very accurate description of my experience I know there are more of us out there.Thanks for this forum."
"Sep 06","2012","CR-V ES V4","Unwanted Acceleration When Braking","26,500 miles","We bought a Certified 2011 Honda CRV. We were very happy until my wife experienced this horrible incident. She stopped at the red light behind this 18 wheeler. Then suddenly her car started to move forward. My wife frantically applied brakes without any result. Her car hit the 18 wheeler and continue to push forward. 18 wheeler did not even notice this and took off. She turned ignition off and car rolled to side road. Dealer ran all kinds of testing and test drove the vehicle. Of course, they did not find any issues. They told us that they found the water bottle rolling around driver side floor. I did not bother telling them how the water bottle could have landed on floor while the vehicle was being towed. We are very concerned with this issue. I was hoping to hear that they found something or had a possible solution."
"Jul 22","2012","CR-V","Unwanted Acceleration When Braking","2,600 miles","Bought the car new in October 2011, Had the same problem three times within the first month, brought to dealer who checked it and found nothing. Began to think it was just me (had a Dodge Durango prior to the CRV, which had more widely spaced pedals), and that I might be pressing gas and brake at same time. Was extra careful, and never happened again until yesterday, when the car really took off. Luckily it was into my own garage (much damage, but car seems OK, because initial impact was into rubber garbage can). Now, I'm afraid to drive the car, and don't know what to do, since it already checked out OK with dealer in late 2011. Help!"
"May 31","2012","CR-V","Unwanted Acceleration When Braking","31,200 miles","While at a full stop removed my foot from the brake and the car bucked and accelerated into another car I couldn't get the car to stop."
"Dec 09","2011","CR-V 4 cyl","Unwanted Acceleration When Braking","4,800 miles","On Dec.9, I entered the underground parking lot on the campus of Ohio U. in my 2011 CR-V. After taking the ticket from the machine, I felt the car suddenly accelerate , but it did respond to the brakes. As I turned cautiously to enter the parking spaces area, the engine again revved up, sounding shrill and loud like a jet engine. I wasn't able to stop and bashed into a concrete support pillar. I was wearing my seat belt; the air bag deployed."
"Aug 20","2011","CR-V LX 2.4L","Unwanted Acceleration When Braking","3,300 miles","Last weekend, after coming back from from shopping as usual, I parked my CR-V in front of garage and noticed that the engine kept rev up and roaring though I had place the gear in Neutral (N)...That was the third time I noticed since we bought this CR-V brand new from the dealer...It is so annoying that we would like to get rid off that right away if possible...We have been a Honda fan for so many years, but its quality is getting worse and worse...That was one of the reasons we sold our lovely Odyssey'06 with only 50K for only 15K because the transmission started shaking and slipping...I am planning to bring the car to the dealer this weekend and let them know the problem; hopefully they can diagnose and fix the problem for us until it is too late...Any advice from you folks what we should do would be greatly appreciated!"
"Aug 20","2011","CR-V LX 2.4L","Unwanted Acceleration When Braking","3,300 miles","I bought this CR-V for weekend use purpose...In the last 2 weeks, my wife and I noticed that the engine for some reason rev up though we put our car in P gear, and we were out of the car...we then checked the gas pedal to see it get stuck or not, we did not see anything wrong with it...We then turned off the engine, then restarted it, the problem still exist...We have bought this car for few months, and it had happened twice so far already..."
"Feb 15","2011","CR-V SE V4","Unwanted Acceleration When Braking","1,400 miles","Engine accelerated when tried to stop.It happened again. Tried to stop and car accelerated. This is the 6th time in first 1400 miles of ownership. Took it to Honda and they test drove it and it happened to them. It is verified by Honda after they insisted it was not happening and could not happen. One person in service believed me and if not for him Honda would not have looked at the car again. At one point Honda even sent me a letter saying they have done everything possible and nothinig is wrong. They say they are going to put in a new power contol module (PCM) to fix the problem."
"Mar 08","2011","CR-V SE V4","Unwanted Acceleration When Braking","1,868 miles","Safety issue with unwanted acceleration when braking with new 2011 Honda CRV. Pulled into a parking space. Engine maintained RPMs when braking. Shifted to neutral and RPMs went up to 4700 or more. Honda has duplicated problem so this is real thing. No mats on pedals or foot on gas and brake at same time. The engine really periodically accelerates when I try to stop the car. Has happened multiple times to me and to Honda service when they test drove car."
"Feb 12","2011","CR-V SE V4","Unwanted Acceleration When Braking","1,196 miles","Safet, safety, safety for driver, other cars, and pedestrians. Periodically try to stop at a light or crossing and engine either revs or maintains speed. Must press hard on brake to keep car from moving forward. Must shift to neutral, turn car off, and restart to get rid of problem. Occured multiple times and witnessed by another person in car. Honda keeps saying no codes present, cannot reproduce."
"Jan 29","2011","CR-V SE V4","Unwanted Acceleration When Braking","723 miles","Was going about 40 MPH and applied the brake at a red light and engine maintained its speed did not shift down to idle. I shifted to neutral, per Honda's instruction, and turned the car off. At green light started car again and was ok."
"Dec 15","2022","CR-V LX 1.5L Turbo","Unwanted Acceleration When Braking","77,671 miles","Coolant is being lost from the radiator system. Dealer can't find leak. Seems to be time related rather than hours of operation. Not resolved."
"Nov 01","2019","CR-V Touring","Unwanted Acceleration When Braking","20,300 miles","It's crazy to buy a brand new car in this day and age and have no heat! Like the others, the car has to be running in order to have heat! No such thing as warming up before you get in. And God forbid you have to stop at a long red light, the cold air blows in!!! On short trips, just plan on being cold."
"Nov 29","2019","CR-V EX 1.5t","Unwanted Acceleration When Braking","18,641 miles","Windshield remains fogged up until the car runs for a km, at least. Worst CR-V ever built."
"Oct 19","2022","CR-V","Unwanted Acceleration When Braking","22,000 miles","My warranty ran out in July, so I have to pay $2,000 out of my pocket if I want heat for the winter. The car only has 22,000 miles on it. The problem has to be a manufacturer's defect in the heater."
"Dec 03","2018","CR-V LX 1.5lV4","Unwanted Acceleration When Braking","8,000 miles","The heater is not working properly. It seems fans are not doing as it should. The car door seal is not good. I was told the engine is too small but my old car Toyota had the size of engine and heat the car very well. it is a shame."
"Dec 31","2018","CR-V EX 1.5L","Unwanted Acceleration When Braking","15,000 miles","Just want to say that this my first Honda (my family has had dozens of Hondas and Acuras since the 80s) and it's been a nightmare experience since new. First, my hood paint blistered and rusted when the car was only 9 months old and I have to drive around with a devalued vehicle with an aftermarket painted hood that was replaced under warranty. Anyone who buys this car from me (I can't wait to get rid of it) will think I was in a wreck because the crappy paint job makes it obvious the hood was repainted."
"Nov 25","2020","CR-V","Unwanted Acceleration When Braking","54,617 miles","The heat stops working when the car is idle. I paid $552 for a new thermostat and the problem is still present. Heat is blowing and heating fine when the car is moving but stops blowing warm air when the car is idle."
"Feb 01","2018","CR-V EX 1.5L","Unwanted Acceleration When Braking","12 miles","HEAT not working is a safety issue as if you get stranded in -20 to -50 weather you will freeze to death in this car. It should at least come with candles to keep you warm you would think. I am actively looking for a solution I will update and post the fix if there even is one besides burning candles for heat which is a fire hazard. So if anyone else has a solution please msg me and let me know by leaving a comment under my post. I'm from Calgary, AB Canada"
"Nov 01","2017","CR-V ES","Unwanted Acceleration When Braking","6,214 miles","2017 Honda CR-V.....no heat ever !! You can command start it at least 3 Times then drive for 20 minutes ...still no heat....have complained to dealer and Honda Customer Service all to no Avail. This vehicle should have never been sold In cold climates !! If there is a Class Action law suit, I would definitely join. So disappointed as this is my 4th Honda and will definitely be my last. Still waiting to hear back from Customer Service since March 2020."
"Dec 01","2018","CR-V LX 1.5lV4","Unwanted Acceleration When Braking","5,000 miles","2017 Honda CRV IS SO POOR."
"Nov 05","2018","CR-V EX-L","Unwanted Acceleration When Braking","6,500 miles","Worst car I have ever owned, and I have literally owned at least 20-30 autos. After a long period car will warm somewhat, but as soon as the blower motor comes on the heater gauge drops to zero and blows cold air. When using remote start I never heat up. Blasts cold air. Honda quality control is unacceptable!!"
"Jan 21","2019","CR-V EX-L 1.5L","Unwanted Acceleration When Braking","27,000 miles","The heat does not work properly when it is cold out. Auto start does nothing to warm up the car. The cars temperature gauge only moves towards the center when the car is moving. Once is it half way, a normal car would then produce heat. Not this car! You turn the heat on and the gauge drops all the way down, to nothing! With the heat not working Iâ€™m left with windows that are foggy/icy which limits my visibility creating dangerous driving conditions. Even with driving on the highway for 30 minutes, the inside of the car is freezing, door windows are foggy and will start to have ice form on them and the front and rear windshields fog up and do not fully unfog."
