pdate,pdate 2,marka,cheader,cheader 2,comments,comments_stemmed
Oct 01,2015,Fiesta SES,Transmission Failed,"100,000 miles","I've only ever driven Ford: Ford Escort Station wagon, Ford Mustang, Ford Explorer, and now have transmission problems with a four-year old 2011 Ford Fiesta. I had the vehicle at a Ford dealership for a month. They notified us that our vehicle would not be ready for another 2 to 3 weeks because they were still waiting for a manual transmission availability. Seven weeks without a vehicle? Really? The communication initiation had been on our part since drop-off. At every contact, we were given the run around. Four weeks into the wait, we decided to not go through with the $3500 work. We were not sold quality this time, and the whole service process had been nothing but disappointing. At one point in time, Ford exemplified stellar service, and quality, however, I guarantee to NEVER buy Ford or it's other affiliates again! And you can be assured that I will express these same sentiments to all who will listen!","['ive', 'ever', 'driven', 'ford', 'ford', 'escort', 'station', 'wagon', 'ford', 'mustang', 'ford', 'explor', 'transmiss', 'problem', 'fouryear', 'old', '2011', 'ford', 'fiesta', 'vehicl', 'ford', 'dealership', 'month', 'notifi', 'us', 'vehicl', 'would', 'readi', 'anoth', '2', '3', 'week', 'still', 'wait', 'manual', 'transmiss', 'avail', 'seven', 'week', 'without', 'vehicl', 'realli', 'commun', 'initi', 'part', 'sinc', 'dropoff', 'everi', 'contact', 'given', 'run', 'around', 'four', 'week', 'wait', 'decid', 'go', '3500', 'work', 'sold', 'qualiti', 'time', 'whole', 'servic', 'process', 'noth', 'disappoint', 'one', 'point', 'time', 'ford', 'exemplifi', 'stellar', 'servic', 'qualiti', 'howev', 'guarante', 'never', 'buy', 'ford', 'affili', 'assur', 'express', 'sentiment', 'listen']"
Jul 17,2015,Fiesta SES,Transmission Failed,"60,000 miles","Got my 2011 Ford Fiesta SES Hatchback used in February 2013. It was a tough choice between the Honda Fit and the Fiesta, but I went with the Fiesta. God, I wish I hadn't.In June, I couldn't turn on the air at all without the car making an extremely loud whirring sound. Turns out it needed some kind of converter replaced. $600. Got my car back a week later, and on the way home from the mechanic, the car would only blow hot air. Drove it right back.Another week went by, and I finally got it back. A couple of days after that, I was pulling out of a parking lot and was sitting at a light, ready to turn left, when the rpm shot up and down several times (while my foot was on the break), the car began to shake mildly, and then the rpm finally shot down to 0. The car lost all power except for the battery. I put the car in park, shut it off, and restarted it and it turned back on.","['got', '2011', 'ford', 'fiesta', 'se', 'hatchback', 'use', 'februari', '2013', 'tough', 'choic', 'honda', 'fit', 'fiesta', 'went', 'fiesta', 'god', 'wish', 'hadntin', 'june', 'couldnt', 'turn', 'air', 'without', 'car', 'make', 'extrem', 'loud', 'whir', 'sound', 'turn', 'need', 'kind', 'convert', 'replac', '600', 'got', 'car', 'back', 'week', 'later', 'way', 'home', 'mechan', 'car', 'would', 'blow', 'hot', 'air', 'drove', 'right', 'backanoth', 'week', 'went', 'final', 'got', 'back', 'coupl', 'day', 'pull', 'park', 'lot', 'sit', 'light', 'readi', 'turn', 'left', 'rpm', 'shot', 'sever', 'time', 'foot', 'break', 'car', 'began', 'shake', 'mildli', 'rpm', 'final', 'shot', '0', 'car', 'lost', 'power', 'except', 'batteri', 'put', 'car', 'park', 'shut', 'restart', 'turn', 'back']"
Feb 10,2015,Fiesta Powershift 1.6L,Transmission Failed,"68,500 miles","My transmission went out. Almost no warning, it just wouldn't shift right, so I took it to the transmission specialists to find out what was wrong. When they hooked it up to the computer, they said that first, third and fifth gears were not engaging and it was starting in 2nd, shifting to 4th and then 6th gear. Reverse was still working, thankfully! However, to get it fixed, the biggest problem was that since this was such a new (relatively) vehicle, Ford is not making/selling the parts to fix it. The transmission guy said he could fix it for around $2000 IF the parts were available. But since they are not available, his only alternative was to replace the transmission. Parts (wholesale prices) would be $3900 for the new transmission (which would only be guaranteed to work 3 years) plus labor to install it for a total of $4800. I just checked and Ford is still not selling the parts, so I guess I'll have to sell it for what I can get out of it. I can't see spending another $5K to have it do this again in 3 years! I drove it around town for another 45 days or so and then another gear went out. Now it won't go above 30 miles per hour unless I'm on a downward incline. I might get it up to 38 or 40 mph, but I can't sustain that speed on level ground. I guess I lost 4th/6th gears. Anyone wanna buy this? I was gonna wait until the ""recall"" came out and Ford fixed it for free, but I'm giving up on that. lol","['transmiss', 'went', 'almost', 'warn', 'wouldnt', 'shift', 'right', 'took', 'transmiss', 'specialist', 'find', 'wrong', 'hook', 'comput', 'said', 'first', 'third', 'fifth', 'gear', 'engag', 'start', '2nd', 'shift', '4th', '6th', 'gear', 'revers', 'still', 'work', 'thank', 'howev', 'get', 'fix', 'biggest', 'problem', 'sinc', 'new', 'rel', 'vehicl', 'ford', 'makingsel', 'part', 'fix', 'transmiss', 'guy', 'said', 'could', 'fix', 'around', '2000', 'part', 'avail', 'sinc', 'avail', 'altern', 'replac', 'transmiss', 'part', 'wholesal', 'price', 'would', '3900', 'new', 'transmiss', 'would', 'guarante', 'work', '3', 'year', 'plu', 'labor', 'instal', 'total', '4800', 'check', 'ford', 'still', 'sell', 'part', 'guess', 'ill', 'sell', 'get', 'cant', 'see', 'spend', 'anoth', '5k', '3', 'year', 'drove', 'around', 'town', 'anoth', '45', 'day', 'anoth', 'gear', 'went', 'wont', 'go', '30', 'mile', 'per', 'hour', 'unless', 'im', 'downward', 'inclin', 'might', 'get', '38', '40', 'mph', 'cant', 'sustain', 'speed', 'level', 'ground', 'guess', 'lost', '4th6th', 'gear', 'anyon', 'wan', 'na', 'buy', 'gon', 'na', 'wait', 'recal', 'came', 'ford', 'fix', 'free', 'im', 'give', 'lol']"
Feb 21,2015,Fiesta Powershift 1.6L,Transmission Failed,"46,603 miles","Transmission chugged going from 1st to 2nd then again from 4th to 5th. Dealership said to wait till I broke down on the side of the road and they would come pick me up! So nice when you pay for that extra warranty! Then told me it wasn't a common problem. Took it to another dealership, they said it was so common the part was on back order. Turns out they put a band aid on a bigger problem. Less then 3 months later car is back for complete failure. Engine revs to 5000 rpm the second you touch the gas pedal. Now dealership is trying to say its not covered!","['transmiss', 'chug', 'go', '1st', '2nd', '4th', '5th', 'dealership', 'said', 'wait', 'till', 'broke', 'side', 'road', 'would', 'come', 'pick', 'nice', 'pay', 'extra', 'warranti', 'told', 'wasnt', 'common', 'problem', 'took', 'anoth', 'dealership', 'said', 'common', 'part', 'back', 'order', 'turn', 'put', 'band', 'aid', 'bigger', 'problem', 'less', '3', 'month', 'later', 'car', 'back', 'complet', 'failur', 'engin', 'rev', '5000', 'rpm', 'second', 'touch', 'ga', 'pedal', 'dealership', 'tri', 'say', 'cover']"
Apr 08,2013,Fiesta Powershift 1.6L,Transmission Failed,"58,000 miles","We were going maybe 35mph when the transmission started making a horrible grinding noise and you couldn't go over 20 mph or it'd sound like it was going to explode. The ford dealership came and got it the next day. Luckily is was still under warranty but barely. I was 2,000 miles from being out of warranty. The ford dealership ordered parts just to find out they were on back order and they had no idea how long it was going to be before they came in. After waiting for two months I finally got my car back but it wasn't because they had received the part that was on back order. Instead they had ordered a brand new transmission and it came in before the parts did. All of this happened not too long after I had taken it up to the dealership telling them it was taking it forever to shift and them telling me everything looked fine. Needless to say, I wasn't a happy camper.","['go', 'mayb', '35mph', 'transmiss', 'start', 'make', 'horribl', 'grind', 'nois', 'couldnt', 'go', '20', 'mph', 'itd', 'sound', 'like', 'go', 'explod', 'ford', 'dealership', 'came', 'got', 'next', 'day', 'luckili', 'still', 'warranti', 'bare', '2000', 'mile', 'warranti', 'ford', 'dealership', 'order', 'part', 'find', 'back', 'order', 'idea', 'long', 'go', 'came', 'wait', 'two', 'month', 'final', 'got', 'car', 'back', 'wasnt', 'receiv', 'part', 'back', 'order', 'instead', 'order', 'brand', 'new', 'transmiss', 'came', 'part', 'happen', 'long', 'taken', 'dealership', 'tell', 'take', 'forev', 'shift', 'tell', 'everyth', 'look', 'fine', 'needless', 'say', 'wasnt', 'happi', 'camper']"
Jun 01,2023,Outback 2.5i Limited 2.5L 4-cyl,Excessive Oil Consumption,"145,000 miles","Bought a used 2013 Outback and have had to add a quart of oil about every 2,000-2,500 miles. Thankfully it alerts me when the oil level is low and I don't have to keep checking it, but it's a bit expensive over time! There's no signs of leaking anywhere, it just gets burnt off apparently.","['bought', 'use', '2013', 'outback', 'add', 'quart', 'oil', 'everi', '20002500', 'mile', 'thank', 'alert', 'oil', 'level', 'low', 'dont', 'keep', 'check', 'bit', 'expens', 'time', 'there', 'sign', 'leak', 'anywher', 'get', 'burnt', 'appar']"
Mar 20,2018,Outback 2.5 Limited 4v,Excessive Oil Consumption,"169,021 miles","DO NOT BUY THIS MODEL! Oh my god!!! I have to put oil in it every 350 miles and I'm still paying this car off! All the freakin lights are on in the dashboard, it currently has a P0420 code coming up and I've spent so much money on oil to keep it going. We're now on the thickest synthetic oil it can take and still nothing changes. The only solution to fix the leaking oil gasket is to get a new engine, which at this point is worth more than the car! If I stop too ""fast"" at a light or in traffic the engine will stall, if the engine doesn't stall you can feel the engine shaking while idling. I cannot wait to get rid of this car!","['buy', 'model', 'oh', 'god', 'put', 'oil', 'everi', '350', 'mile', 'im', 'still', 'pay', 'car', 'freakin', 'light', 'dashboard', 'current', 'p0420', 'code', 'come', 'ive', 'spent', 'much', 'money', 'oil', 'keep', 'go', 'thickest', 'synthet', 'oil', 'take', 'still', 'noth', 'chang', 'solut', 'fix', 'leak', 'oil', 'gasket', 'get', 'new', 'engin', 'point', 'worth', 'car', 'stop', 'fast', 'light', 'traffic', 'engin', 'stall', 'engin', 'doesnt', 'stall', 'feel', 'engin', 'shake', 'idl', 'wait', 'get', 'rid', 'car']"
Jun 01,2014,Outback Limited 2.4L,Excessive Oil Consumption,"149,600 miles","As reported by another complaint, I have to add oil at least once between oil changes. I change oil every 7,500 miles. If I go on long trips of 1,000 miles or more round trip, I have to always add a quart of oil. I have been doing this for 6 years now. I purchased the car used with only 12,500 miles in February 2013. I have just grown accustomed to checking the oil, especially before I take long trips. Usually, I'm reminded when oil light comes on and add a quart of oil. Car has never missed a manufacturer's recommended service and always serviced by Subaru dealer. Car runs great. It is just annoying.I just chalked this up to not Subaru's finest vehicle year. This was my second 2013 Subaru. The first one was totaled in an accident on a slippery snow covered road resulting in my car doing a 180 flip down a shallow ravine. all air curtains/bags deployed properly. Bluetooth was working, so I could easily dictate 911 dial up. I walked away without a scratch. That is why I purchased the same year, make, model and trim Subaru again. Sometimes you have to up with idiosyncrasies, depending what is of more value to you. In my case, an extra 4-6 quarts of oil a year...","['report', 'anoth', 'complaint', 'add', 'oil', 'least', 'oil', 'chang', 'chang', 'oil', 'everi', '7500', 'mile', 'go', 'long', 'trip', '1000', 'mile', 'round', 'trip', 'alway', 'add', 'quart', 'oil', '6', 'year', 'purchas', 'car', 'use', '12500', 'mile', 'februari', '2013', 'grown', 'accustom', 'check', 'oil', 'especi', 'take', 'long', 'trip', 'usual', 'im', 'remind', 'oil', 'light', 'come', 'add', 'quart', 'oil', 'car', 'never', 'miss', 'manufactur', 'recommend', 'servic', 'alway', 'servic', 'subaru', 'dealer', 'car', 'run', 'great', 'annoyingi', 'chalk', 'subaru', 'finest', 'vehicl', 'year', 'second', '2013', 'subaru', 'first', 'one', 'total', 'accid', 'slipperi', 'snow', 'cover', 'road', 'result', 'car', '180', 'flip', 'shallow', 'ravin', 'air', 'curtainsbag', 'deploy', 'properli', 'bluetooth', 'work', 'could', 'easili', 'dictat', '911', 'dial', 'walk', 'away', 'without', 'scratch', 'purchas', 'year', 'make', 'model', 'trim', 'subaru', 'sometim', 'idiosyncrasi', 'depend', 'valu', 'case', 'extra', '46', 'quart', 'oil', 'year']"
Jul 02,2019,Outback 2.4L,Excessive Oil Consumption,"86,000 miles","As many others have noted on this forum, this car has an oil consumption problem. I took it to Nate Wade Subaru in Salt Lake City and had this problem assessed at least six different times. The first time, I was about 3,000 miles into an oil change and the light came on. I brought it into Nate Wade and they started an oil consumption test, which I passed. The problem seemed nonexistent through the remainder of the 5,000 miles I had until the next change.I then changed my oil at home before a trip to Calgary. At almost 3,000 miles on the nose, the light comes back on. I take it to Subaru and they replace the oil sensor light and tell me that this should definitely fix the problem. They topped me off with oil and sent me on my way. Again, with no problems until the next change.I change my oil at my place once more, and again we come to the same issue on another road trip. I understand that the oil problem is exacerbated by prolonged trips in the car, but I bought this car with the intention of using it for road trips, so this is especially disappointing.I bring this issue to Nate Wade again and they say there is nothing they can do for me. They've given me the perfunctory oil consumption test and if I want to explore this issue further I should contact Subaru of America. So, I do, and they start another test. I schedule a trip to the Grand Canyon because I definitely want to fail this test and if I have been having problems on road trips, I might as well take one... I check the oil before embarking because I want to see how much it changed over the course of the trip and I am appalled. They have clearly overfilled my oil by at least a half a quart (half the distance between the full and bottom mark).","['mani', 'other', 'note', 'forum', 'car', 'oil', 'consumpt', 'problem', 'took', 'nate', 'wade', 'subaru', 'salt', 'lake', 'citi', 'problem', 'assess', 'least', 'six', 'differ', 'time', 'first', 'time', '3000', 'mile', 'oil', 'chang', 'light', 'came', 'brought', 'nate', 'wade', 'start', 'oil', 'consumpt', 'test', 'pass', 'problem', 'seem', 'nonexist', 'remaind', '5000', 'mile', 'next', 'changei', 'chang', 'oil', 'home', 'trip', 'calgari', 'almost', '3000', 'mile', 'nose', 'light', 'come', 'back', 'take', 'subaru', 'replac', 'oil', 'sensor', 'light', 'tell', 'definit', 'fix', 'problem', 'top', 'oil', 'sent', 'way', 'problem', 'next', 'changei', 'chang', 'oil', 'place', 'come', 'issu', 'anoth', 'road', 'trip', 'understand', 'oil', 'problem', 'exacerb', 'prolong', 'trip', 'car', 'bought', 'car', 'intent', 'use', 'road', 'trip', 'especi', 'disappointingi', 'bring', 'issu', 'nate', 'wade', 'say', 'noth', 'theyv', 'given', 'perfunctori', 'oil', 'consumpt', 'test', 'want', 'explor', 'issu', 'contact', 'subaru', 'america', 'start', 'anoth', 'test', 'schedul', 'trip', 'grand', 'canyon', 'definit', 'want', 'fail', 'test', 'problem', 'road', 'trip', 'might', 'well', 'take', 'one', 'check', 'oil', 'embark', 'want', 'see', 'much', 'chang', 'cours', 'trip', 'appal', 'clearli', 'overfil', 'oil', 'least', 'half', 'quart', 'half', 'distanc', 'full', 'bottom', 'mark']"
Jun 30,2018,Outback Premium 2.5L,Excessive Oil Consumption,"98,500 miles","I bought a 2013 Subaru Outback from an Audi Dealer who advertised it on Auto Trader. I was looking for a Subaru and found it to be a good price with an extended, but limited, warranty. It was a pretty good deal and it brought my interest rate down a point which made it more or less affordable. About two weeks after I purchased it, the oil light came on. I took it back to Audi and they told me to take it to Subaru.I took it to Subaru and they did an oil consumption test which they said passed. I found out that this car had been in several times from a previous owner for the same issue. While I was there the second time, another customer was there for the same problem. I wrote letters, had a second test done, sent emails back and forth to a Subaru representative for 7 months with no avail. They told me to check my oil every time I filled up the car. I drive over 1,500 miles a month! Are you kidding me?My car requires oil topped off every 1,300 miles or less. The test's limit for oil consumption is1,200. How ironic that my vehicle runs low on oil approximately 100 miles from the the set limit imposed by a class action lawsuit. This tells me that Subaru has figured out where the threshold is on the oil running low and set it below that threshold so that most, if not all, customers doing the oil consumption test will pass it. Therefore, these cars are not being fixed by Subaru. I'm going to complain on this website, on Twitter, put a sign on my car and drive around three to five counties every month telling everyone that unbeknownst to me. I bought a defective vehicle which the manufacturer will not fix, even though several mechanics confirm the problem and say the vehicle will eventually stop working because of the piston rings being defective.","['bought', '2013', 'subaru', 'outback', 'audi', 'dealer', 'advertis', 'auto', 'trader', 'look', 'subaru', 'found', 'good', 'price', 'extend', 'limit', 'warranti', 'pretti', 'good', 'deal', 'brought', 'interest', 'rate', 'point', 'made', 'less', 'afford', 'two', 'week', 'purchas', 'oil', 'light', 'came', 'took', 'back', 'audi', 'told', 'take', 'subarui', 'took', 'subaru', 'oil', 'consumpt', 'test', 'said', 'pass', 'found', 'car', 'sever', 'time', 'previou', 'owner', 'issu', 'second', 'time', 'anoth', 'custom', 'problem', 'wrote', 'letter', 'second', 'test', 'done', 'sent', 'email', 'back', 'forth', 'subaru', 'repres', '7', 'month', 'avail', 'told', 'check', 'oil', 'everi', 'time', 'fill', 'car', 'drive', '1500', 'mile', 'month', 'kid', 'memi', 'car', 'requir', 'oil', 'top', 'everi', '1300', 'mile', 'less', 'test', 'limit', 'oil', 'consumpt', 'is1200', 'iron', 'vehicl', 'run', 'low', 'oil', 'approxim', '100', 'mile', 'set', 'limit', 'impos', 'class', 'action', 'lawsuit', 'tell', 'subaru', 'figur', 'threshold', 'oil', 'run', 'low', 'set', 'threshold', 'custom', 'oil', 'consumpt', 'test', 'pass', 'therefor', 'car', 'fix', 'subaru', 'im', 'go', 'complain', 'websit', 'twitter', 'put', 'sign', 'car', 'drive', 'around', 'three', 'five', 'counti', 'everi', 'month', 'tell', 'everyon', 'unbeknownst', 'bought', 'defect', 'vehicl', 'manufactur', 'fix', 'even', 'though', 'sever', 'mechan', 'confirm', 'problem', 'say', 'vehicl', 'eventu', 'stop', 'work', 'piston', 'ring', 'defect']"
Feb 01,2013,Outback,Excessive Oil Consumption,"7,500 miles","This was me and my wifeâ€™s first brand new car we had ever purchased and we were really excited about it...we had heard nothing but great things about Subaruâ€™s and we finally felt like â€œgrown upsâ€ making what we thought was a mature and practical decision by purchasing this 2013 Subaru Outback...we have two kids and were planning to do some traveling so we researched and felt like this was our â€œgo to carâ...we also looked into a Jeep Wrangler and a Toyota 4Runner...our main goal was to have a car that could go 300k and build life memories with our kids along the way...after our first free oil change (our outback came with like 2 yrs free oil change or 24k or something like that) we noticed the oil light came on almost a week after it was done. My wife called the dealership and they told her oil burn off was normal and it wasnâ€™t a big deal. So we added a qt or two in and have done so every since for the last almost 6 yrs. We got notices for other recalls but never for the oil consumption issue, now our car needs a little tlc and maintenance so I was looking around online to figure out some of those issues along with inquiring about this oil consumption issue and read other owners were complaining about it and thatâ€™s how I found out that Subaru had a class action law suit back in 2016 where they were fixing this issue and we were never notified by them or the dealership that sold us the car...now we are over our warranty mileage...they did offer to do the oil consumption test, but wouldnâ€™t go any further, Iâ€™m hoping they will do right by us, but Iâ€™m not really sure theyâ€™ll show us the â€œLOVEâ€...for the last 6 yrs I have bought countless quarts of oil and have wished we had gotten the 4Runner or Wrangler ever since...pretty sure we will never purchase another Subaru again...darn shame too, because on paper they seem like the â€œgo toâ€ car that canâ€™t be beat, but in reality Iâ€™m not sure anyone should spend their hard earned money on this brand any longer...their marketing department fooled us 6 yrs ago, but I wonâ€™t fall for it again...Iâ€™ll be looking into vehicles with real long lasting ability and a track record to prove it, not just some marketing campaign with cute dogs and lgbtq ad manipulation...Iâ€™m writing this on 12/12/2018 and the outback is at the dealership getting the oil consumption test done as I type...I won even get into the bs of the technician trying to up sale me to get me to pay for a light bulb replacement for a light that wasnâ€™t out while getting the air bag and windshield wiper motor recalled fixed...or the fact that the radiator went out right after our two yr warranty ended...I definitely donâ€™t get the loyal brand following on this thing...I really wanted to â€œLOVEâ€ this outback too...I was planning on upgrading to the new ascent, but will definitely be looking at the Grand Cherokee or 4Runner now...really bummed out","['wifeâ', 'first', 'brand', 'new', 'car', 'ever', 'purchas', 'realli', 'excit', 'itw', 'heard', 'noth', 'great', 'thing', 'subaruâ', 'final', 'felt', 'like', 'âœgrown', 'upsâ', 'make', 'thought', 'matur', 'practic', 'decis', 'purchas', '2013', 'subaru', 'outbackw', 'two', 'kid', 'plan', 'travel', 'research', 'felt', 'like', 'âœgo', 'carâw', 'also', 'look', 'jeep', 'wrangler', 'toyota', '4runnerour', 'main', 'goal', 'car', 'could', 'go', '300k', 'build', 'life', 'memori', 'kid', 'along', 'wayaft', 'first', 'free', 'oil', 'chang', 'outback', 'came', 'like', '2', 'yr', 'free', 'oil', 'chang', '24k', 'someth', 'like', 'notic', 'oil', 'light', 'came', 'almost', 'week', 'done', 'wife', 'call', 'dealership', 'told', 'oil', 'burn', 'normal', 'wasnât', 'big', 'deal', 'ad', 'qt', 'two', 'done', 'everi', 'sinc', 'last', 'almost', '6', 'yr', 'got', 'notic', 'recal', 'never', 'oil', 'consumpt', 'issu', 'car', 'need', 'littl', 'tlc', 'mainten', 'look', 'around', 'onlin', 'figur', 'issu', 'along', 'inquir', 'oil', 'consumpt', 'issu', 'read', 'owner', 'complain', 'thatâ', 'found', 'subaru', 'class', 'action', 'law', 'suit', 'back', '2016', 'fix', 'issu', 'never', 'notifi', 'dealership', 'sold', 'us', 'carnow', 'warranti', 'mileagethey', 'offer', 'oil', 'consumpt', 'test', 'wouldnât', 'go', 'iâm', 'hope', 'right', 'us', 'iâm', 'realli', 'sure', 'theyâll', 'show', 'us', 'âœloveâfor', 'last', '6', 'yr', 'bought', 'countless', 'quart', 'oil', 'wish', 'gotten', '4runner', 'wrangler', 'ever', 'sincepretti', 'sure', 'never', 'purchas', 'anoth', 'subaru', 'againdarn', 'shame', 'paper', 'seem', 'like', 'âœgo', 'toâ', 'car', 'canât', 'beat', 'realiti', 'iâm', 'sure', 'anyon', 'spend', 'hard', 'earn', 'money', 'brand', 'longertheir', 'market', 'depart', 'fool', 'us', '6', 'yr', 'ago', 'wonât', 'fall', 'againiâl', 'look', 'vehicl', 'real', 'long', 'last', 'abil', 'track', 'record', 'prove', 'market', 'campaign', 'cute', 'dog', 'lgbtq', 'ad', 'manipulationiâm', 'write', '12122018', 'outback', 'dealership', 'get', 'oil', 'consumpt', 'test', 'done', 'typei', 'even', 'get', 'bs', 'technician', 'tri', 'sale', 'get', 'pay', 'light', 'bulb', 'replac', 'light', 'wasnât', 'get', 'air', 'bag', 'windshield', 'wiper', 'motor', 'recal', 'fixedor', 'fact', 'radiat', 'went', 'right', 'two', 'yr', 'warranti', 'endedi', 'definit', 'donât', 'get', 'loyal', 'brand', 'follow', 'thingi', 'realli', 'want', 'âœloveâ', 'outback', 'tooi', 'plan', 'upgrad', 'new', 'ascent', 'definit', 'look', 'grand', 'cheroke', '4runner', 'nowreal', 'bum']"
Nov 03,2018,Outback 2.5i,Excessive Oil Consumption,"45,500 miles","I can't believe I already experienced two engine issues in last 5 years. I bought this car as a new one and bought 3 years service package from the dealer and did all maintenance services for the engine as Subaru recommendation. Last year, it had an issue with coolant leaking into engine when I did regular maintenance service at the dealer. But it is still under 5 years / 60k mileage warranty. So it got covered.Now just 5 months after passing 60 months warranty period but it is still only under 50k mileage, dealer found out oil leak because of cam carrier problem. This car was never used for off-road and even not for long trips. It was used only as a commuter car from/to work. I am so pissed off about unreliable engine seal system. Any suggestions about should I keep this car or sell it. I am really worried it might have another oil leak or gasket problems even after I fix current problem at the dealer.","['cant', 'believ', 'alreadi', 'experienc', 'two', 'engin', 'issu', 'last', '5', 'year', 'bought', 'car', 'new', 'one', 'bought', '3', 'year', 'servic', 'packag', 'dealer', 'mainten', 'servic', 'engin', 'subaru', 'recommend', 'last', 'year', 'issu', 'coolant', 'leak', 'engin', 'regular', 'mainten', 'servic', 'dealer', 'still', '5', 'year', '60k', 'mileag', 'warranti', 'got', 'coverednow', '5', 'month', 'pass', '60', 'month', 'warranti', 'period', 'still', '50k', 'mileag', 'dealer', 'found', 'oil', 'leak', 'cam', 'carrier', 'problem', 'car', 'never', 'use', 'offroad', 'even', 'long', 'trip', 'use', 'commut', 'car', 'fromto', 'work', 'piss', 'unreli', 'engin', 'seal', 'system', 'suggest', 'keep', 'car', 'sell', 'realli', 'worri', 'might', 'anoth', 'oil', 'leak', 'gasket', 'problem', 'even', 'fix', 'current', 'problem', 'dealer']"
Jun 04,2015,Outback 2.5i Premium 4 cyl,Excessive Oil Consumption,"120,000 miles","I purchased my 2013 Outback in August 2012 from IRA Subaru in Danvers, MA. My first issue was around 65000 miles when my oil light came on. I checked the oil and it was down a quart but I still had 1500 miles before I was due for an oil change. I talked to the Dealer - the book said change oil every 7500 miles, but the Dealer said it depended on how you drive and where I put a lot of mileage on my car, it was recommended changing the oil every 6000 miles. So that sounded like a Plan!It got progressively worse and by 92000 miles I was adding 3/4 qts of oil per oil change. It was recommended that I have an oil consumption test done, but I was also told in order to Fail the OCT the car had to be going through a qt of oil every 1200 miles. I knew at the time I wouldn't fail the test, so I put it off. I had purchased the 100,000 mile extended warranty when I bought the car and was concerned the warranty would expire before I officially Failed the OCT. But I was told by the Dealer (Twin City Subaru Berlin, VT) that it shouldn't matter because we identified the problem while still under the Extended Warranty. Finally at 107,000 miles I was confident I would Fail the test and had it done. And it Failed! Then I was told by the same Dealer that where it was now past 100,000 miles mark, Subaru Would Not cover any repairs!! The Dealer gave me the phone number to talk to Subaru directly and they told me the same thing.The car now has 120,000 miles and I am adding 1 qt every 500/600 miles, how ridiculous is that? I just finished paying for the car this fall and what is a car like this worth now that its paid for? Who would ever purchase a car burning this much oil? That Subaru will not stand behind their product, to me, is criminal!!We are a 2 Subaru Outback family (my wife has a 2015 Outback) - Soon to Be a Zero Subaru Family!! It is definitely the ""Last Subaru"" we will ever own.","['purchas', '2013', 'outback', 'august', '2012', 'ira', 'subaru', 'danver', 'first', 'issu', 'around', '65000', 'mile', 'oil', 'light', 'came', 'check', 'oil', 'quart', 'still', '1500', 'mile', 'due', 'oil', 'chang', 'talk', 'dealer', 'book', 'said', 'chang', 'oil', 'everi', '7500', 'mile', 'dealer', 'said', 'depend', 'drive', 'put', 'lot', 'mileag', 'car', 'recommend', 'chang', 'oil', 'everi', '6000', 'mile', 'sound', 'like', 'planit', 'got', 'progress', 'wors', '92000', 'mile', 'ad', '34', 'qt', 'oil', 'per', 'oil', 'chang', 'recommend', 'oil', 'consumpt', 'test', 'done', 'also', 'told', 'order', 'fail', 'oct', 'car', 'go', 'qt', 'oil', 'everi', '1200', 'mile', 'knew', 'time', 'wouldnt', 'fail', 'test', 'put', 'purchas', '100000', 'mile', 'extend', 'warranti', 'bought', 'car', 'concern', 'warranti', 'would', 'expir', 'offici', 'fail', 'oct', 'told', 'dealer', 'twin', 'citi', 'subaru', 'berlin', 'vt', 'shouldnt', 'matter', 'identifi', 'problem', 'still', 'extend', 'warranti', 'final', '107000', 'mile', 'confid', 'would', 'fail', 'test', 'done', 'fail', 'told', 'dealer', 'past', '100000', 'mile', 'mark', 'subaru', 'would', 'cover', 'repair', 'dealer', 'gave', 'phone', 'number', 'talk', 'subaru', 'directli', 'told', 'thingth', 'car', '120000', 'mile', 'ad', '1', 'qt', 'everi', '500600', 'mile', 'ridicul', 'finish', 'pay', 'car', 'fall', 'car', 'like', 'worth', 'paid', 'would', 'ever', 'purchas', 'car', 'burn', 'much', 'oil', 'subaru', 'stand', 'behind', 'product', 'criminalw', '2', 'subaru', 'outback', 'famili', 'wife', '2015', 'outback', 'soon', 'zero', 'subaru', 'famili', 'definit', 'last', 'subaru', 'ever']"
